Scan                   , Photon Energy, start run#, end run#, Sample             , Current (mA), Filter setting, Gain settting, MCP Voltage, MCP Polarization, Slope on, intercept on, jitter on, Slope off, intercept off, jitter off
Current measurement#383, 54eV         ,     904082,   904082, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#384, 54eV         ,     904083,   904083, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#385, 54eV         ,     904084,   904084, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#386, 54eV         ,     904085,   904085, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#387, 54eV         ,     904086,   904086, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#388, 54eV         ,     904087,   904087, FeCo/CuO/SiO2      , -50mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#389, 54eV         ,     904088,   904088, FeCo/CuO/SiO2      , -50mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#390, 54eV         ,     904089,   904089, FeCo/CuO/SiO2      , -50mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
Current measurement#391, 55eV         ,     904090,   904090, FeCo/CuO/SiO2      , 50mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#392, 55eV         ,     904091,   904091, FeCo/CuO/SiO2      , 50mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#393, 55eV         ,     904092,   904092, FeCo/CuO/SiO2      , 50mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#394, 55eV         ,     904093,   904093, FeCo/CuO/SiO2      , 40mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#395, 55eV         ,     904094,   904094, FeCo/CuO/SiO2      , 40mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#396, 55eV         ,     904095,   904095, FeCo/CuO/SiO2      , 40mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#397, 55eV         ,     904096,   904096, FeCo/CuO/SiO2      , 30mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#398, 55eV         ,     904097,   904097, FeCo/CuO/SiO2      , 30mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#399, 55eV         ,     904098,   904098, FeCo/CuO/SiO2      , 30mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#400, 55eV         ,     904099,   904099, FeCo/CuO/SiO2      , 20mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#401, 55eV         ,     904100,   904100, FeCo/CuO/SiO2      , 20mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#402, 55eV         ,     904101,   904101, FeCo/CuO/SiO2      , 20mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#403, 55eV         ,     904102,   904102, FeCo/CuO/SiO2      , 10mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#404, 55eV         ,     904103,   904103, FeCo/CuO/SiO2      , 10mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#405, 55eV         ,     904104,   904104, FeCo/CuO/SiO2      , 10mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#406, 55eV         ,     904105,   904105, FeCo/CuO/SiO2      , 0mA         ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#407, 55eV         ,     904106,   904106, FeCo/CuO/SiO2      , 0mA         ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#408, 55eV         ,     904107,   904107, FeCo/CuO/SiO2      , 0mA         ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#409, 55eV         ,     904108,   904108, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#410, 55eV         ,     904109,   904109, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#411, 55eV         ,     904110,   904110, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#412, 55eV         ,     904111,   904111, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#413, 55eV         ,     904112,   904112, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#414, 55eV         ,     904113,   904113, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#415, 55eV         ,     904114,   904114, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#416, 55eV         ,     904115,   904115, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#417, 55eV         ,     904116,   904116, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#418, 55eV         ,     904117,   904117, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
